name,       target_id,   ra,         dec,         pos_err,      lii,         bii,         bat_redshift,    redshift,    redshift_err,    redshift_type,   redshift_line,   redshift_from,   redshift_ref,       galaxy_redshift
,GRB 060427 ,   207281,08 17 04.13,+62 40 16.9,     3.5,153.82910, 33.65742,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060428A,   207364,08 14 10.80,-37 10 11.4,        ,254.71173, -1.43166,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060428B,   207399,15 41 25.63,+62 01 30.3,     0.3, 96.16669, 45.27686,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060501 ,   208050,21 53 30.68,+43 59 55.0,     4.4, 92.33099, -8.04988,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060502A,   208169,16 03 42.48,+66 36 02.5,     0.6, 99.92486, 40.89508,      1.5026,  1.5026,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 060502B,   208275,18 35 45.23,+52 37 53.5,     5.2, 81.59667, 23.53630,            ,  0.2870,            ,S            ,B            ,O            ,2006GCN..5238....1B,0.287          ,
,GRB 060505 ,   208654,22 07 03.32,-27 48 53.0,     2.0, 22.08952,-53.70525,            ,  0.0889,            ,S            ,E            ,O            ,2006GCN..5161....1T,0.089          ,
,GRB 060507 ,   208870,05 59 50.52,+75 14 55.9,        ,138.57150, 22.97741,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060510A,   209351,06 23 27.98,-01 09 46.2,     0.6,210.77117, -6.75270,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 100401A,    20133,19 23 15.12,-08 15 25.2,   120.0, 29.11592,-10.79854,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060510B,   209352,15 56 29.62,+78 34 13.0,     2.0,112.90589, 34.67138,      4.9000,  4.9410,            ,S            ,A            ,O            ,2007ApJ...663L..57P,4.941          ,
,GRB 060512 ,   209755,13 03 05.81,+41 11 27.2,     0.5,113.99846, 75.73448,      2.1000,  2.1000,            ,S            ,A            ,O            ,2009ApJS..185..526F,2.1            ,
,GRB 060515 ,   210084,08 29 09.34,+73 34 04.0,     3.5,140.77149, 32.78447,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060516 ,   210254,04 44 41.04,-18 07 37.2,   150.0,216.41745,-35.88611,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060522 ,   211117,21 31 44.80,+02 53 10.3,     0.2, 56.79191,-33.31931,      5.1100,  5.1100,      0.0100,S            ,A            ,O            ,2006GCN..5155....1C,               ,
,GRB 060526 ,   211957,15 31 18.36,+00 17 04.9,     0.5,  4.68850, 43.18506,      3.2213,  3.2213,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 060602 ,   213180,09 58 16.28,+00 18 14.4,     5.2,238.43927, 40.55731,            ,  0.7870,            ,S            ,E            ,O            ,2007GCN..6997....1J,0.787          ,
,GRB 060604 ,   213486,22 28 55.01,-10 54 55.8,     0.6, 51.79086,-52.80986,      2.6800,  2.1357,      0.0002,S            ,B            ,O            ,2012ApJ...758...46K,               ,
,GRB 060605 ,   213630,21 28 37.32,-06 03 31.3,     0.5, 47.02754,-37.49073,      3.7730,  3.7730,      0.0010,S            ,A            ,O            ,2009A&A...497..729F,               ,
,GRB 060607A,   213823,21 58 50.40,-22 29 47.4,     0.5, 29.92636,-50.74808,      3.0749,  3.0749,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 060607B,   213934,02 48 09.84,+14 45 00.0,    66.0,160.56294,-39.44443,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060614 ,   214805,21 23 32.08,-53 01 36.2,     0.6,344.08535,-43.94918,      0.1257,  0.1257,            ,S            ,E            ,O            ,2009ApJS..185..526F,0.1257         ,
,GRB 060707 ,   217704,23 48 19.00,-17 54 17.0,     0.7, 62.01486,-72.77567,      3.4240,  3.4250,      0.0020,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 060708 ,   217805,00 31 13.82,-33 45 32.4,     0.5,334.97978,-82.06968,      1.8000,  1.9200,            ,P            ,             ,S            ,2009MNRAS.395..490O,               ,
,GRB 060712 ,   218582,12 16 16.26,+35 32 17.8,     1.6,162.48050, 78.73602,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060714 ,   219101,15 11 26.42,-06 33 58.3,     0.6,353.24607, 42.22979,      2.7108,  2.7108,            ,S            ,B            ,O            ,2009ApJS..185..526F,               ,
,GRB 060717 ,   219646,11 23 21.68,+28 57 03.9,     3.6,202.41341, 70.50823,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060719 ,   220020,01 13 43.68,-48 22 51.3,     0.3,292.88192,-68.31006,      4.6000,  1.5320,      0.0004,S            ,E            ,O            ,2012ApJ...758...46K,               ,
,GRB 060728 ,   221627,01 06 33.36,-41 23 16.8,   192.0,291.61264,-75.40628,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060729 ,   221755,06 21 31.85,-62 22 12.7,        ,271.78987,-27.23826,      0.5428,  0.5428,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 060801 ,   222154,14 12 01.33,+16 58 54.6,     1.5,  8.52307, 68.79361,      1.1310,  1.1310,            ,S            ,E            ,O            ,2006GCN..5470....1C,               ,
,GRB 060804 ,   222546,07 28 49.36,-27 12 56.7,     1.0,241.25243, -4.58905,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060805A,   222683,14 43 43.47,+12 35 11.2,     1.6,  9.53285, 59.97217,            ,  2.5000,            ,PL           ,             ,O            ,2012ApJ...752...62J,               ,
,GRB 060805B,    20037,18 10 05.42,+58 09 18.9,     1.7, 86.87229, 28.13873,            ,  1.3000,      0.2000,G            ,             ,O            ,2006GCN..5437....1P,               ,
,GRB 081105 ,   333811,00 15 48.53,+03 28 12.5,     3.8,105.86868,-58.21634,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070612B,   282073,17 26 54.47,-08 45 05.0,     1.8, 15.02475, 14.34452,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060807 ,   223217,16 50 02.60,+31 35 30.7,     0.5, 53.09972, 38.45563,            ,  3.4000,            ,SL           ,             ,O            ,2009ApJS..185..526F,               ,
,GRB 060813 ,   224364,07 27 35.36,-29 50 49.4,     1.4,243.45643, -6.06610,            ,  2.3800,      0.4000,G            ,             ,O            ,2006GCN..5452....1P,               ,
,GRB 060814 ,   224552,14 45 21.30,+20 35 10.2,        , 24.98964, 63.21042,            ,  1.9229,      0.0004,S            ,E            ,O            ,2012ApJ...758...46K,0.84           ,
,GRB 060825 ,   226382,01 12 29.45,+55 47 50.9,     1.8,125.90955, -6.95251,            ,  2.0000,      0.6000,G            ,             ,O            ,2006GCN..5483....1P,               ,
,GRB 060901 ,    20039,19 08 37.83,-06 38 06.9,     2.2, 28.95333, -6.83109,            ,  2.0000,      0.5000,G            ,             ,O            ,2006GCN..5499....1P,               ,
,GRB 060904A,   227996,15 50 54.67,+44 59 08.3,     4.0, 71.69008, 50.21722,            ,  1.8400,      0.8500,G            ,             ,O            ,2006GCN..5521....1P,               ,
,GRB 060904B,   228006,03 52 50.54,-00 43 31.1,     0.5,189.44253,-39.13653,      0.7029,  0.7029,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 060906 ,   228316,02 43 00.84,+30 21 41.9,     0.2,149.77689,-26.62994,      3.6856,  3.6856,      0.0020,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 060908 ,   228581,02 07 18.36,+00 20 31.2,     0.7,159.60134,-57.02732,      1.8836,  1.8836,      0.0004,S            ,B            ,O            ,2009ApJS..185..526F,1.8836         ,
,GRB 060912A,   229185,00 21 08.16,+20 58 17.8,     0.5,113.49466,-41.34422,      0.9370,  0.9370,            ,S            ,E            ,O            ,2007MNRAS.378.1439L,0.937          ,
,GRB 060912B,    20040,18 04 52.01,-19 52 49.4,   150.0, 10.02579,  0.79318,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060919 ,   230115,18 27 41.80,-51 00 52.1,     1.7,343.86850,-17.24992,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070615 ,    20053,02 57 15.32,-04 24 25.8,     4.6,181.38279,-52.37323,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060923A,   230662,16 58 28.15,+12 21 38.9,     0.5, 31.58374, 30.59662,            ,  2.8000,            ,SL           ,             ,O            ,2008MNRAS.388.1743T,2.8            ,
,GRB 060923B,   230702,15 52 46.70,-30 54 13.7,     1.8,342.74446, 17.61463,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060923C,   230711,23 04 28.40,+03 55 29.1,        , 79.07456,-49.61678,            ,  3.5000,            ,SL           ,             ,O            ,2012ApJ...752...62J,               ,
,GRB 060926 ,   231231,17 35 43.66,+13 02 18.6,     0.5, 36.45218, 22.58896,      3.2086,  3.2086,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 070126 ,   257741,02 13 58.56,-73 32 52.8,   240.0,295.17500,-42.31452,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 060927 ,   231362,21 58 11.93,+05 21 50.3,        , 64.12836,-37.02350,      5.4636,  5.4636,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 060928 ,    20042,08 30 30.30,-42 44 57.8,     3.8,261.07962, -2.04773,            ,  1.3000,      0.2000,G            ,             ,O            ,2006GCN..5692....1A,               ,
,GRB 060929 ,   231702,17 32 28.97,+29 50 06.4,     1.5, 53.67235, 29.18256,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061002 ,   231974,14 41 23.52,+48 44 28.9,     2.6, 85.81915, 59.70414,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061004 ,   232339,06 31 10.81,-45 54 24.2,     1.4,254.33783,-22.46746,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061006 ,   232585,07 24 07.56,-79 11 55.5,     1.8,291.11160,-25.09986,            ,  0.4377,      0.0002,S            ,E            ,O            ,2007ApJ...664.1000B,0.4377         ,
,GRB 071104 ,    20058,19 42 26.82,+14 36 37.2,        , 51.76441, -4.30586,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061007 ,   232683,03 05 19.60,-50 30 02.4,        ,264.66965,-55.49341,      1.2622,  1.2622,            ,S            ,B            ,O            ,2009ApJS..185..526F,               ,
,GRB 061019 ,   234516,06 06 30.85,+29 34 13.3,        ,181.74217,  4.25893,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061021 ,   234905,09 40 36.12,-21 57 05.4,     0.6,254.90927, 22.64347,      0.3463,  0.3463,            ,S            ,B            ,O            ,2009ApJS..185..526F,               ,
,GRB 061025 ,    20043,20 03 37.10,-48 14 37.0,     0.5,350.94657,-31.58443,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061027 ,   235645,18 03 30.24,-82 14 24.0,   228.0,311.33036,-25.26828,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061028 ,   235715,06 28 54.60,+46 17 55.9,     1.6,168.48826, 15.62326,            ,  0.7600,            ,S            ,             ,             ,2008ApJ...680..531K,               ,
,GRB 071109 ,    20059,19 19 39.12,+02 02 52.8,   150.0, 37.98876, -5.33174,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061102 ,   236430,09 53 37.79,-17 01 29.4,     5.7,253.42690, 28.29168,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061110A,   238108,22 25 09.80,-02 15 30.7,        , 61.99594,-47.07137,      0.7580,  0.7578,            ,S            ,E            ,O            ,2009ApJS..185..526F,               ,
,GRB 061110B,   238174,21 35 40.40,+06 52 34.1,     0.5, 61.28042,-31.72061,      3.4344,  3.4344,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 061121 ,   239899,09 48 54.55,-13 11 42.4,     0.6,249.35644, 30.12033,      1.3145,  1.3145,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 061122 ,    20044,20 15 19.84,+15 31 02.5,     0.5, 56.65404,-10.65841,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061126 ,   240766,05 46 24.43,+64 12 38.8,     0.1,148.91757, 17.58789,            ,  1.1588,      0.0006,S            ,E            ,O            ,2008ApJ...672..449P,1.1588         ,
,GRB 061201 ,   241840,22 08 32.09,-74 34 47.1,     0.2,315.69179,-38.23646,            ,        ,            ,             ,             ,             ,                   ,0.111          ,
,GRB 061202 ,   241963,07 02 06.06,-74 41 54.7,     1.4,285.96527,-25.39751,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061210 ,   243690,09 38 05.15,+15 37 15.7,     3.9,217.08652, 43.83140,            ,  0.4095,      0.0001,S            ,E            ,O            ,2007ApJ...664.1000B,0.4095         ,
,GRB 061217 ,   251634,10 41 37.45,-21 07 30.3,     5.5,266.56167, 32.42449,            ,  0.8270,            ,             ,             ,             ,2006GCN..5965....1B,0.827          ,
,GRB 061218 ,   251863,09 56 59.28,-35 13 19.2,   234.0,267.19072, 15.27277,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 061222A,   252588,23 53 03.42,+46 31 58.6,     0.2,112.58516,-15.16260,            ,  2.0880,            ,S            ,E            ,O            ,2009AJ....138.1690P,2.088          ,
,GRB 061222B,   252593,07 01 24.60,-25 51 36.0,     1.0,237.23819, -9.44218,      3.3550,  3.3550,            ,S            ,A            ,O            ,2006GCN..5962....1B,               ,
,GRB 070103 ,   254532,23 30 13.80,+26 52 34.4,     1.5,101.38478,-32.57515,            ,  2.6208,      0.0007,S            ,E            ,O            ,2012ApJ...758...46K,               ,
,GRB 070107 ,   255029,10 37 36.35,-53 12 47.5,     1.0,283.59012,  4.55750,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070110 ,   255445,00 03 39.27,-52 58 26.9,     0.3,318.68365,-62.66834,      2.3521,  2.3521,      0.0001,S            ,B            ,O            ,2009ApJS..185..526F,               ,
,GRB 070124 ,    20046,14 45 32.40,+54 34 44.4,        , 93.62472, 55.56713,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070125 ,    20047,07 51 17.77,+31 09 04.1,     0.3,189.42452, 25.62983,            ,  1.5477,      0.0001,S            ,A            ,O            ,2007GCN..6071....1F,               ,
,GRB 100909A,    20147,04 55 47.86,+54 39 32.1,        ,153.61150,  7.06990,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070129 ,   258408,02 28 00.94,+11 41 04.0,     0.2,157.20875,-44.66448,      3.4000,  2.3384,      0.0003,S            ,E            ,O            ,2012ApJ...758...46K,               ,
,GRB 070208 ,   259714,13 11 32.61,+61 57 54.4,     0.3,118.81464, 55.00213,      1.1650,  1.1650,            ,S            ,E            ,O            ,2007GCN..6083....1C,1.165          ,
,GRB 070209 ,   259803,03 04 56.64,-47 23 16.8,   132.0,259.77240,-57.00900,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070219 ,   261132,17 20 46.05,+69 22 12.7,     1.7,100.06798, 33.20175,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070220 ,   261299,02 19 06.95,+68 48 16.8,     1.4,130.75198,  7.27462,            ,  2.1500,      0.8000,G            ,             ,O            ,2007GCN..6129....1P,               ,
,GRB 070223 ,   261664,10 13 48.39,+43 08 00.7,     0.3,175.75299, 54.44669,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070224 ,   261880,11 56 06.65,-13 19 48.8,     0.5,282.84172, 47.37180,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070227 ,   262347,08 02 19.37,-46 18 50.4,     2.1,261.27056, -8.19984,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070306 ,   263361,09 52 23.29,+10 28 55.5,     1.4,225.66369, 44.77553,      1.4965,  1.4965,            ,S            ,E            ,O            ,2009ApJS..185..526F,               ,
,GRB 070309 ,    20050,17 34 39.80,-37 55 50.5,     4.4,351.16192, -2.83797,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070318 ,   271019,03 13 56.83,-42 56 46.3,     0.5,251.09189,-57.16054,      0.8397,  0.8397,      0.0020,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 070326 ,         ,02 41 20.80,-66 59 21.0,   234.0,287.67034,-46.74887,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070328 ,   272773,04 20 27.68,-34 04 00.7,     1.4,235.13145,-44.96890,            ,  3.5000,            ,SL           ,             ,O            ,2012ApJ...752...62J,               ,
,GRB 070330 ,   273180,17 58 09.98,-63 47 34.8,     0.5,329.89139,-18.57673,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070406 ,   274153,13 15 52.56,+16 28 51.6,   180.0,332.17609, 77.94186,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070411 ,   275087,07 09 19.95,+01 03 52.8,     0.5,214.02530,  4.46673,      2.9538,  2.9538,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 070520A,   279817,12 53 26.24,+74 59 25.3,     2.3,122.75735, 42.13721,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070412 ,   275119,12 06 10.05,+40 08 35.5,     1.5,155.82178, 73.96264,            ,        ,            ,             ,             ,             ,                   ,0.037          ,
,GRB 070419A,   276205,12 10 58.80,+39 55 33.7,     0.2,153.61787, 74.69860,      0.9705,  0.9705,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 070419B,   276212,21 02 49.82,-31 15 49.3,     0.1, 13.70398,-40.48788,            ,  1.9588,      0.0003,S            ,E            ,O            ,2012ApJ...758...46K,               ,
,GRB 070420 ,   276321,08 04 55.17,-45 33 20.0,     0.2,260.85367, -7.41979,            ,  1.5600,      0.3500,G            ,             ,O            ,2007GCN..6345....1P,               ,
,GRB 070427 ,   277356,01 55 30.72,-27 36 18.0,    48.0,218.53960,-75.77615,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070429A,   277571,19 50 48.92,-32 24 17.8,     2.1,  8.06126,-25.90409,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070429B,   277582,21 52 03.81,-38 49 42.0,     2.4,  3.80149,-51.03120,            ,  0.9040,            ,S            ,E            ,O            ,2007GCN..7140....1P,0.904          ,
,GRB 070506 ,   278693,23 08 52.39,+10 43 20.6,     0.5, 86.18684,-44.70838,      2.3090,  2.3090,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 070508 ,   278854,20 51 12.07,-78 23 07.0,     0.5,314.85892,-32.41698,            ,  0.8200,            ,S            ,E            ,O            ,2007GCN..6398....1J,               ,
,GRB 070509 ,   278903,15 51 50.22,-78 39 06.6,     1.9,311.40229,-18.87194,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070517 ,   279494,18 30 28.95,-62 17 51.0,     3.5,332.76281,-21.46534,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070518 ,   279592,16 56 47.66,+55 17 42.4,     1.0, 83.48231, 38.16257,            ,  0.7000,            ,PL           ,             ,S            ,2007GCN..6419....1C,               ,
,GRB 070520B,   279898,08 07 31.27,+57 36 29.3,     1.8,159.93986, 32.71225,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070521 ,   279935,16 10 38.62,+30 15 22.4,     1.4, 49.33493, 46.54705,            ,  0.5530,            ,S            ,E            ,O            ,2007GCN..6444....1H,0.553          ,
,GRB 070529 ,   280706,18 54 58.25,+20 39 33.8,     0.5, 51.84581,  8.51336,      2.4996,  2.4996,            ,S            ,A            ,O            ,2007GCN..6470....1B,               ,
,GRB 070531 ,   280958,00 26 58.18,+74 18 46.9,     1.8,121.24693, 11.52138,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070611 ,   282003,00 07 58.01,-29 45 20.0,     0.5, 15.00959,-80.09403,      2.0394,  2.0394,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 070612A,   282066,08 05 29.61,+37 16 15.2,     1.0,183.61570, 30.06790,      0.6170,  0.6170,            ,S            ,E            ,O            ,2007GCN..6556....1C,0.617          ,
,GRB 070616 ,   282445,02 08 36.12,+56 56 39.7,     0.5,133.34375, -4.35934,            ,  3.0000,            ,PL           ,             ,S            ,2007GCN..6557....1D,               ,
,GRB 070621 ,   282808,21 35 10.08,-24 49 03.1,     1.4, 24.43871,-46.10685,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070628 ,   283320,07 41 06.09,-20 16 45.4,     0.7,236.54268,  1.22906,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070704 ,   283791,23 38 47.44,+66 15 11.4,     1.5,115.69958,  4.40683,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070707 ,    20054,17 50 58.55,-68 55 27.2,     0.5,324.61310,-20.00030,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070714A,   284850,02 51 43.31,+30 14 35.0,     1.8,151.67775,-25.83038,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070714B,   284856,03 51 22.23,+28 17 50.8,     0.4,164.33678,-19.76217,            ,  0.9200,            ,S            ,A            ,O            ,2007GCN..6836....1G,0.92           ,
,GRB 070721A,   285653,00 12 39.22,-28 33 00.7,     2.0, 21.26920,-81.31165,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070721B,   285654,02 12 32.97,-02 11 40.4,     0.5,164.29528,-58.39461,      3.6298,  3.6298,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 070724A,   285948,01 51 14.05,-18 35 39.9,     1.7,184.24821,-73.81765,            ,  0.4570,            ,S            ,E            ,O            ,2007GCN..6665....1C,0.457          ,
,GRB 070724B,    20055,01 09 56.67,+57 40 35.5,     2.0,125.41371, -5.10601,            ,  1.1000,      0.2000,G            ,             ,             ,2007GCN..6687....1P,               ,
,GRB 070729 ,   286373,03 45 16.02,-39 19 20.6,     2.5,242.98971,-52.06552,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070802 ,   286809,02 27 35.88,-55 31 39.3,     0.5,278.08744,-56.71595,      2.4541,  2.4541,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 070805 ,   287088,16 20 10.08,-59 57 32.4,    84.0,326.41182, -6.98127,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070808 ,   287260,00 27 03.36,+01 10 34.4,     1.5,110.24484,-61.09350,            ,  3.5000,            ,SL           ,             ,O            ,2012ApJ...752...62J,               ,
,GRB 070809 ,   287344,13 35 04.55,-22 08 30.8,     0.4,316.08500, 39.61273,            ,  0.2187,            ,S            ,E            ,O            ,2008GCN..7889....1P,0.2187         ,
,GRB 070810A,   287364,12 39 51.22,+10 45 04.3,     0.6,292.92758, 73.39753,      2.1700,  2.1700,            ,S            ,A            ,O            ,2007GCN..6741....1T,               ,
,GRB 070810B,   287409,00 35 49.20,+08 49 08.4,   150.0,116.38147,-53.85399,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070911 ,   290624,01 43 14.40,-33 29 02.5,        ,245.71375,-77.15444,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070913 ,   290843,15 15 01.30,-24 17 35.0,     1.0,340.17989, 28.00391,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070917 ,   291292,19 35 40.53,+02 24 40.4,        , 40.18723, -8.70739,            ,  2.4000,      1.2000,G            ,             ,             ,2007GCN..6799....1P,               ,
,GRB 070920A,   291614,06 43 50.16,+72 14 31.2,   114.0,142.61401, 25.16684,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070920B,   291728,00 00 31.23,-34 51 04.8,     4.4,354.48077,-76.65012,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070923 ,   292004,12 18 30.00,-38 17 49.2,   126.0,295.85751, 24.12188,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 070925 ,    20056,16 52 51.46,-22 01 43.6,     3.9,358.95819, 13.71230,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071001 ,   292826,09 58 56.06,-59 46 54.5,     6.0,282.76043, -3.84755,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071003 ,   292934,20 07 24.12,+10 56 51.8,        , 51.65813,-11.40551,      1.6043,  1.6043,            ,S            ,A            ,O            ,2008ApJ...688..470P,               ,
,GRB 071006 ,   293250,22 21 07.68,-23 09 07.2,   132.0, 31.12987,-55.87514,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071008 ,   293587,10 06 21.27,+44 19 17.7,     4.4,174.33865, 52.85884,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071010A,   293707,19 12 14.62,-32 24 07.2,     0.3,  5.20222,-18.20780,      0.9800,  0.9850,      0.0050,S            ,A            ,O            ,2010ApJ...720.1513K,               ,
,GRB 071010B,   293795,10 02 09.24,+45 43 49.7,     0.7,172.39307, 51.79943,      0.9470,  0.9470,            ,S            ,A            ,O            ,2007GCN..6888....1C,               ,
,GRB 071010C,   293804,22 32 18.72,+66 09 18.0,   156.0,109.49738,  6.98183,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071011 ,   293924,00 33 32.73,+61 08 04.6,     0.5,120.77329, -1.66213,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071013 ,   294120,18 38 00.00,+33 50 20.4,   144.0, 62.65539, 17.29183,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071017 ,    20057,18 18 52.32,-16 00 03.6,   120.0, 15.02896, -0.26005,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071020 ,   294835,07 58 39.78,+32 51 40.4,     0.2,188.09571, 27.61784,      2.1462,  2.1462,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 071021 ,   294974,22 42 34.31,+23 43 06.5,     0.5, 88.46999,-30.39431,            ,  2.4520,      0.0004,S            ,E            ,O            ,2012ApJ...758...46K,               ,
,GRB 071025 ,   295301,23 40 17.08,+31 46 42.9,     0.2,105.70933,-28.70245,            ,  4.8000,      0.4000,PL           ,             ,O            ,2010ApJ...720.1513K,               ,
,GRB 071028A,   295527,07 59 16.64,+21 29 05.0,     1.5,200.13324, 24.11550,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071028B,   295492,23 36 48.42,-31 36 29.2,     3.6, 13.05244,-73.15880,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071031 ,   295670,00 25 37.27,-58 03 34.4,     0.5,309.51201,-58.73765,      2.6918,  2.6918,            ,S            ,A            ,O            ,2009ApJS..185..526F,               ,
,GRB 071101 ,   295779,03 12 42.39,+62 30 02.1,     3.7,138.45181,  3.96517,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071112B,   296503,17 20 47.52,-80 53 09.6,   138.0,312.09105,-23.32286,            ,        ,            ,             ,             ,             ,                   ,               ,
,GRB 071112C,   296504,02 36 50.93,+28 22 16.7,     0.5,149.45973,-29.01462,      0.8227,  0.8227,      0.0003,S            ,A            ,O            ,2009ApJS..185..526F,0.8227         ,
,GRB 071117 ,   296805,22 20 10.42,-63 26 35.5,     0.3,326.27984,-46.23709,      1.3308,  1.3308,            ,S            ,E            ,O            ,2009ApJS..185..526F,               ,
,GRB 071118 ,   296856,19 58 51.80,+70 07 29.2,     0.6,102.68162, 19.94302,            ,  5.0000,            ,PL           ,             ,S            ,2007GCN..7116....1D,               ,
,GRB 071122 ,   297114,18 26 25.23,+47 04 31.3,        , 75.31774, 23.57353,      1.1400,  1.1400,            ,S            ,A            ,O            ,2007GCN..7124....1C,               ,
